EmployeeID,Age,LengthOfService,Retired,DistanceFromHome,EngagementScore,SatisfactionScore,SalaryLastYear,SalaryThisYear,SalaryHikeSinceLastYear
356,30,35.4,False,12.5,2.3,4.7,194620000.0,233380000.0,0.1992
357,47,3.9,False,25.8,1.5,4.0,23960000.0,25340000.0,0.0576
358,36,35.6,False,26.8,3.5,4.8,164490000.0,169400000.0,0.0298
359,34,26.1,False,17.8,1.5,3.7,161850000.0,169650000.0,0.0482
360,36,2.6,False,17.7,3.3,2.5,73500000.0,87260000.0,0.1872
361,45,11.4,False,41.4,3.8,4.8,44410000.0,49030000.0,0.104
362,43,26.9,False,39.5,3.8,2.1,46210000.0,49580000.0,0.0729
363,54,2.6,False,15.4,4.0,2.3,145540000.0,170960000.0,0.1747
364,43,22.1,False,45.7,4.5,3.8,135710000.0,146430000.0,0.079
365,40,13.1,False,47.6,3.0,4.1,160890000.0,171670000.0,0.067
366,26,23.6,False,16.3,3.9,4.7,188750000.0,196570000.0,0.0414
367,29,1.7,False,17.7,3.5,1.8,144550000.0,155470000.0,0.0755
368,18,33.1,False,25.3,1.7,4.2,48050000.0,51090000.0,0.0633
369,18,37.0,False,47.1,1.1,4.0,63820000.0,72470000.0,0.1355
370,51,36.8,False,43.8,2.1,1.3,171590000.0,181530000.0,0.0579
371,49,28.5,False,5.1,2.8,2.5,57680000.0,64340000.0,0.1155
372,42,4.9,False,19.6,3.5,2.1,33050000.0,33490000.0,0.0133
373,18,28.8,False,27.7,4.4,2.2,146590000.0,152200000.0,0.0383
374,33,0.9,False,25.2,1.8,4.9,92450000.0,99980000.0,0.0814
375,56,0.8,False,9.7,1.5,3.6,185610000.0,220390000.0,0.1874
376,22,12.3,True,42.9,4.9,3.9,137050000.0,147390000.0,0.0754
377,39,18.6,False,33.8,1.4,4.9,36280000.0,41100000.0,0.1329
378,46,29.3,False,41.9,2.9,2.5,190610000.0,200330000.0,0.051
379,20,26.0,False,42.9,3.3,4.2,66540000.0,68230000.0,0.0254
380,29,16.9,False,37.4,3.2,2.7,80700000.0,81640000.0,0.0116
381,43,10.4,False,22.0,1.3,4.5,92410000.0,98050000.0,0.061
382,33,37.9,False,30.5,1.2,1.7,29220000.0,30140000.0,0.0315
383,54,16.2,False,8.0,1.4,4.8,109370000.0,113180000.0,0.0348
384,39,17.2,False,33.7,3.3,1.9,42200000.0,48620000.0,0.1521
385,46,6.2,True,9.0,3.2,2.3,92170000.0,92460000.0,0.0031
386,31,30.2,False,34.7,1.9,4.0,83130000.0,92400000.0,0.1115
387,45,26.4,False,11.5,3.6,2.6,159110000.0,171190000.0,0.0759
388,22,8.4,False,5.9,4.3,3.4,164570000.0,181240000.0,0.1013
389,47,3.1,False,8.3,1.2,2.8,47610000.0,52970000.0,0.1126
390,22,25.9,False,0.1,3.0,4.0,85980000.0,91370000.0,0.0627
391,29,24.9,False,35.9,3.8,1.9,87200000.0,92350000.0,0.0591
392,33,10.4,False,36.6,2.0,1.2,47250000.0,54180000.0,0.1467
393,43,36.1,False,25.7,2.2,2.2,163720000.0,192250000.0,0.1743
394,43,5.7,False,8.1,3.5,2.9,147300000.0,152970000.0,0.0385
395,38,16.4,True,4.2,4.6,1.7,54270000.0,55330000.0,0.0195
396,56,35.9,False,1.0,4.2,2.4,86010000.0,101450000.0,0.1795
397,53,15.9,True,8.3,3.3,2.6,39040000.0,41770000.0,0.0699
398,50,24.3,False,44.5,3.9,1.2,133080000.0,147750000.0,0.1102
399,47,15.1,False,12.1,2.5,3.3,41850000.0,44860000.0,0.0719
400,54,10.4,False,17.7,3.6,4.5,197470000.0,202440000.0,0.0252
401,40,37.4,False,5.3,2.9,1.6,160520000.0,179440000.0,0.1179
402,27,15.6,False,11.1,1.8,3.4,90240000.0,99720000.0,0.1051
403,22,34.0,False,26.0,3.8,3.7,124140000.0,129180000.0,0.0406
404,53,8.7,True,30.4,3.2,2.7,184040000.0,200670000.0,0.0904
405,51,8.1,False,12.3,2.4,3.8,119740000.0,138830000.0,0.1594
406,48,1.2,False,2.9,4.6,2.6,51410000.0,57480000.0,0.1181
407,27,24.8,False,19.6,1.1,3.0,88170000.0,89880000.0,0.0194
408,36,14.0,False,11.7,2.3,1.0,171770000.0,190600000.0,0.1096
409,49,32.8,False,11.0,1.2,3.8,135960000.0,155070000.0,0.1406
410,18,18.0,False,48.0,4.1,3.6,137130000.0,158870000.0,0.1585
411,22,36.8,True,30.8,3.8,1.2,176030000.0,198180000.0,0.1258
412,21,7.0,False,27.8,2.3,2.5,180920000.0,186440000.0,0.0305
413,33,33.0,False,20.8,3.7,4.9,185560000.0,211920000.0,0.1421
414,41,29.5,True,21.4,2.6,2.7,37070000.0,42090000.0,0.1354
415,33,29.3,False,27.0,4.0,3.0,117940000.0,118520000.0,0.0049
416,19,32.1,False,34.8,2.8,4.6,153290000.0,165910000.0,0.0823
417,45,28.9,False,35.1,2.6,3.9,156250000.0,166650000.0,0.0666
418,49,23.8,False,8.6,4.7,3.3,129210000.0,146510000.0,0.1339
419,44,5.0,True,25.0,2.0,4.2,50020000.0,52180000.0,0.0432
420,37,1.2,False,20.6,1.5,4.5,163540000.0,182870000.0,0.1182
421,41,35.0,False,43.5,3.3,2.8,149620000.0,176950000.0,0.1827
422,29,23.4,False,31.6,4.9,2.9,35500000.0,41160000.0,0.1594
423,52,30.3,True,26.6,2.5,2.5,103490000.0,122560000.0,0.1843
424,50,18.3,False,5.8,1.2,4.9,51320000.0,61360000.0,0.1956
425,50,4.5,False,30.3,2.4,3.8,80750000.0,80920000.0,0.0021
426,54,4.8,False,5.9,3.0,1.3,23250000.0,26150000.0,0.1247
427,29,26.1,False,16.9,1.6,4.5,92060000.0,99660000.0,0.0826
428,20,16.4,False,7.1,3.6,2.9,118980000.0,139440000.0,0.172
429,18,7.6,False,34.6,5.0,1.3,131520000.0,138140000.0,0.0503
430,50,18.7,False,10.3,2.8,3.2,139430000.0,166790000.0,0.1962
431,27,2.4,False,19.6,2.4,2.7,170530000.0,191460000.0,0.1227
432,46,22.1,False,44.8,2.6,4.5,58780000.0,68110000.0,0.1587
433,30,10.2,False,10.2,1.5,1.8,41690000.0,42400000.0,0.017
434,29,30.3,False,25.4,4.5,4.3,173280000.0,179640000.0,0.0367
435,48,11.8,False,21.0,2.7,3.2,48190000.0,55500000.0,0.1517
436,19,17.3,False,0.9,2.5,1.2,195460000.0,196320000.0,0.0044
437,52,0.4,False,39.6,3.6,4.9,171660000.0,199710000.0,0.1634
438,40,2.8,False,3.5,2.8,3.1,110160000.0,110470000.0,0.0028
439,34,14.9,False,23.7,3.6,2.2,196660000.0,222510000.0,0.1314
440,43,18.2,False,28.0,1.2,2.9,37530000.0,40270000.0,0.073
441,25,22.8,False,31.4,4.3,4.4,74550000.0,83670000.0,0.1223
442,46,11.1,False,34.4,4.8,2.2,134880000.0,153660000.0,0.1392
443,43,26.4,False,12.7,3.6,1.8,83000000.0,88690000.0,0.0686
444,27,32.7,False,0.5,4.8,1.5,187110000.0,191150000.0,0.0216
445,43,29.6,False,36.2,1.6,2.2,31810000.0,32250000.0,0.0138
446,51,1.5,False,26.8,2.9,4.1,118890000.0,132890000.0,0.1178
447,24,18.3,False,41.8,3.4,2.9,126360000.0,139520000.0,0.1041
448,21,4.0,False,41.1,3.3,1.9,137490000.0,157900000.0,0.1484
449,28,9.2,False,42.2,2.6,1.7,66020000.0,72750000.0,0.1019
450,46,37.5,False,24.3,2.4,2.3,85620000.0,92850000.0,0.0844
451,53,5.4,False,16.7,1.5,4.8,171860000.0,185540000.0,0.0796
452,42,19.0,True,39.6,2.6,2.4,55090000.0,55380000.0,0.0053
453,38,23.5,False,22.6,1.7,5.0,168840000.0,180170000.0,0.0671
454,53,26.7,False,9.2,3.9,2.9,121280000.0,144950000.0,0.1952
455,27,21.3,False,42.7,1.8,1.7,157190000.0,184650000.0,0.1747
456,54,0.4,True,44.1,1.2,4.6,148450000.0,158230000.0,0.0659
457,26,12.4,False,23.3,3.2,2.8,57350000.0,64090000.0,0.1175
458,41,19.7,False,3.8,3.4,3.8,122390000.0,143130000.0,0.1695
459,52,3.3,False,19.4,4.5,4.9,176190000.0,191740000.0,0.0883
460,52,13.3,False,40.2,3.3,1.2,97780000.0,98130000.0,0.0036
461,53,1.3,False,45.1,2.4,1.4,193990000.0,196880000.0,0.0149
462,35,3.0,False,10.2,4.2,3.9,101400000.0,111750000.0,0.1021
463,56,15.1,False,3.3,3.2,2.1,45700000.0,54560000.0,0.1939
464,49,5.0,False,43.9,1.3,1.7,90100000.0,102590000.0,0.1386
465,41,21.6,False,19.5,3.3,1.2,191310000.0,194020000.0,0.0142
466,40,26.2,False,27.1,4.6,1.1,77550000.0,80490000.0,0.0379
467,49,30.4,True,48.4,2.6,4.1,176260000.0,203450000.0,0.1543
468,54,7.6,True,3.3,2.2,1.5,178630000.0,208690000.0,0.1683
469,29,6.4,False,32.4,1.6,2.9,83030000.0,93290000.0,0.1236
470,30,4.0,True,3.7,1.6,3.4,34990000.0,39500000.0,0.1289
471,40,24.2,False,18.8,2.7,2.7,150420000.0,151270000.0,0.0057
472,42,26.8,False,40.2,3.4,1.1,76070000.0,88680000.0,0.1658
473,52,1.2,False,21.7,1.3,4.1,160930000.0,186300000.0,0.1576
474,47,35.6,False,49.9,4.8,1.0,99680000.0,104840000.0,0.0518
475,34,2.0,False,28.0,4.0,4.0,107350000.0,122570000.0,0.1418
476,37,20.6,False,16.1,3.3,4.6,160020000.0,166900000.0,0.043
477,42,26.9,False,11.0,4.3,2.7,88830000.0,89550000.0,0.0081
478,39,33.1,False,17.5,1.3,3.1,99760000.0,103770000.0,0.0402
479,30,27.1,True,18.6,2.9,2.9,87710000.0,90840000.0,0.0357
480,36,30.5,False,3.4,3.5,2.6,86120000.0,91940000.0,0.0676
481,53,12.9,False,18.5,4.3,4.5,114670000.0,124270000.0,0.0837
482,29,31.0,False,23.2,4.1,4.6,165580000.0,182420000.0,0.1017
483,36,3.0,False,36.1,2.1,2.3,85120000.0,93240000.0,0.0954
484,29,34.0,False,32.8,4.8,3.5,114370000.0,120560000.0,0.0541
485,26,20.8,False,35.4,1.5,4.7,140730000.0,141550000.0,0.0058
486,24,31.1,False,0.4,4.5,4.8,68500000.0,76790000.0,0.121
487,45,17.2,False,10.9,4.9,3.0,69950000.0,75490000.0,0.0792
488,31,24.5,False,33.1,1.7,2.8,188010000.0,199240000.0,0.0597
489,48,20.0,False,24.2,3.9,2.1,150240000.0,176290000.0,0.1734
490,36,27.8,False,0.3,1.2,4.8,123890000.0,142390000.0,0.1493
491,33,3.1,False,40.2,2.6,1.6,136590000.0,160020000.0,0.1715
492,22,2.3,False,38.6,3.1,3.3,25270000.0,27770000.0,0.0989
493,52,9.4,False,27.4,3.3,2.1,131260000.0,134700000.0,0.0262
494,29,6.1,False,3.3,4.7,2.1,111710000.0,127260000.0,0.1392
495,42,33.1,False,38.3,3.7,2.6,118230000.0,123100000.0,0.0412
496,38,8.3,False,29.2,2.9,5.0,84700000.0,92170000.0,0.0882
497,53,37.1,False,39.1,4.2,1.2,34670000.0,35120000.0,0.013
498,40,12.8,False,37.6,4.8,3.3,54800000.0,63850000.0,0.1651
499,33,6.9,False,40.2,1.1,1.3,191130000.0,195940000.0,0.0252
500,56,30.0,True,25.9,4.9,1.6,93570000.0,110470000.0,0.1806
501,56,25.0,False,7.0,1.3,2.8,104000000.0,121980000.0,0.1729
502,31,18.9,True,33.6,4.3,3.0,29490000.0,32230000.0,0.0929
503,48,21.1,False,31.0,2.1,2.0,26760000.0,30740000.0,0.1487
504,22,27.3,True,37.1,1.5,2.3,149090000.0,167560000.0,0.1239
505,52,8.7,False,8.5,2.8,1.3,116860000.0,135630000.0,0.1606
506,40,37.9,False,9.7,3.6,2.2,111570000.0,121210000.0,0.0864
507,46,37.0,False,44.5,2.5,4.9,63760000.0,73780000.0,0.1572
508,28,24.7,False,37.5,1.2,4.8,154060000.0,168310000.0,0.0925
509,35,7.6,False,45.4,3.4,2.3,50280000.0,59740000.0,0.1881
510,29,25.8,False,37.9,4.6,3.3,54190000.0,59460000.0,0.0973
511,26,2.7,False,29.9,2.5,4.6,102930000.0,112450000.0,0.0925
512,27,1.2,False,32.7,1.9,1.0,71530000.0,82760000.0,0.157
513,34,9.8,False,44.5,2.8,4.2,64540000.0,75140000.0,0.1642
514,55,17.6,True,28.9,1.2,4.8,136140000.0,151240000.0,0.1109
515,24,33.0,True,31.6,4.3,1.4,137170000.0,142100000.0,0.0359
516,30,27.6,False,7.8,4.3,1.6,168410000.0,184170000.0,0.0936
517,26,28.2,False,23.7,3.4,4.8,95190000.0,113620000.0,0.1936
518,44,16.2,False,35.8,2.4,3.2,33160000.0,38150000.0,0.1505
519,19,13.1,False,13.5,4.2,1.1,69260000.0,80500000.0,0.1623
520,22,14.1,False,10.1,3.2,2.0,196400000.0,197690000.0,0.0066
521,46,37.5,False,15.7,4.3,2.8,127330000.0,139240000.0,0.0935
522,54,1.5,True,12.1,3.5,3.8,147750000.0,166860000.0,0.1293
523,55,32.9,False,10.7,4.1,3.9,21320000.0,24860000.0,0.166
524,36,22.0,False,21.2,3.4,5.0,113280000.0,114400000.0,0.0099
525,25,16.7,False,45.4,2.7,2.2,26760000.0,31320000.0,0.1704
526,18,27.6,False,25.4,4.8,3.2,122460000.0,135890000.0,0.1097
527,39,18.5,False,9.4,3.2,3.1,185740000.0,193070000.0,0.0395
528,34,33.2,False,3.8,3.4,2.6,194320000.0,206650000.0,0.0635
529,24,34.2,False,34.8,1.9,1.7,117300000.0,123910000.0,0.0564
530,42,16.0,True,19.1,3.5,4.9,102480000.0,113360000.0,0.1062
531,21,10.5,False,41.1,3.3,4.4,190100000.0,192070000.0,0.0104
532,53,22.5,False,33.0,1.7,3.0,141250000.0,145730000.0,0.0317
533,23,34.7,True,39.8,1.2,3.4,31680000.0,36830000.0,0.1626
534,48,8.0,False,13.6,3.4,1.9,103830000.0,106580000.0,0.0265
535,36,23.7,False,34.6,4.1,3.2,63240000.0,66190000.0,0.0466
536,56,24.0,False,13.2,3.1,3.8,104560000.0,114040000.0,0.0907
537,44,27.9,False,47.0,1.9,3.1,101980000.0,112530000.0,0.1035
538,27,5.0,True,31.8,3.7,5.0,124790000.0,143850000.0,0.1527
539,43,27.2,False,16.2,1.3,3.4,84220000.0,91750000.0,0.0894
540,36,34.5,False,13.5,2.8,2.5,49570000.0,57400000.0,0.158
541,56,6.8,False,9.5,1.7,4.1,110670000.0,124360000.0,0.1237
542,20,9.0,False,34.7,1.7,1.7,169440000.0,173270000.0,0.0226
543,30,36.9,False,10.9,1.8,2.5,139520000.0,143880000.0,0.0312
544,45,6.9,False,29.8,2.5,2.4,80910000.0,87980000.0,0.0874
545,37,32.5,False,13.2,1.2,2.7,188390000.0,203340000.0,0.0794
546,45,18.7,False,33.1,2.6,4.1,184200000.0,211590000.0,0.1487
547,25,9.4,False,40.7,3.0,2.9,57680000.0,64380000.0,0.1162
548,56,33.1,False,38.9,2.9,4.2,27100000.0,29200000.0,0.0775
549,18,16.9,False,38.0,2.5,3.3,153440000.0,158680000.0,0.0342
550,20,19.6,False,9.4,4.4,2.4,168970000.0,176640000.0,0.0454
551,30,13.7,False,4.4,1.6,4.2,194220000.0,216570000.0,0.1151
552,45,22.5,False,34.9,3.0,2.0,180170000.0,195430000.0,0.0847
553,42,6.2,False,18.4,1.2,1.9,128100000.0,141290000.0,0.103
554,50,14.9,False,21.6,1.3,3.0,115410000.0,119350000.0,0.0341
555,55,36.8,False,1.6,3.3,2.0,25010000.0,28330000.0,0.1327
556,23,9.8,False,13.0,3.3,1.0,64400000.0,75380000.0,0.1705
557,49,25.0,False,1.7,4.5,3.6,102730000.0,108030000.0,0.0516
558,38,12.4,False,44.0,3.2,3.0,133130000.0,146220000.0,0.0983
559,33,29.4,False,12.2,4.8,2.8,120310000.0,143780000.0,0.1951
560,38,5.0,False,27.9,1.2,4.9,153670000.0,163910000.0,0.0666
561,28,36.9,False,1.9,1.4,3.3,70360000.0,78730000.0,0.119
562,54,17.2,False,33.3,1.2,4.5,121690000.0,123890000.0,0.0181
563,53,9.0,False,16.2,1.7,1.6,35870000.0,40220000.0,0.1213
564,52,2.8,False,44.9,3.2,3.3,94460000.0,96150000.0,0.0179
565,36,6.5,False,44.4,3.6,4.5,155030000.0,184770000.0,0.1918
566,37,19.8,False,16.3,1.2,3.3,144810000.0,165540000.0,0.1432
567,35,12.8,False,45.0,4.8,3.9,198320000.0,229580000.0,0.1576
568,31,31.5,False,49.8,4.4,2.5,70020000.0,79880000.0,0.1408
569,32,16.4,False,41.3,2.2,1.4,109670000.0,122610000.0,0.118
570,48,9.5,True,42.2,1.3,2.8,79320000.0,86460000.0,0.09
571,18,23.5,False,12.5,1.7,2.6,99310000.0,116360000.0,0.1717
572,20,26.9,False,28.8,1.5,4.5,174250000.0,207600000.0,0.1914
573,33,6.3,False,3.4,1.5,2.0,143160000.0,157450000.0,0.0998
574,40,6.4,True,4.7,3.1,4.9,178840000.0,212160000.0,0.1863
575,28,1.4,False,49.9,2.0,4.8,56630000.0,63240000.0,0.1167
576,29,28.0,False,16.3,2.4,2.0,177210000.0,196290000.0,0.1077
577,27,25.2,False,37.4,5.0,2.4,30760000.0,33560000.0,0.091
578,49,18.0,False,40.3,3.7,4.6,179950000.0,187480000.0,0.0418
579,33,32.1,False,42.9,4.8,4.9,79230000.0,79290000.0,0.0008
580,25,30.6,False,49.9,1.6,2.8,76630000.0,80330000.0,0.0483
581,55,22.2,False,12.1,2.5,2.3,112180000.0,123620000.0,0.102
582,29,33.0,False,2.0,3.2,3.1,189320000.0,203710000.0,0.076
583,41,7.8,False,20.6,1.3,3.8,28600000.0,31170000.0,0.0899
584,45,4.3,False,6.5,1.0,2.1,83400000.0,99760000.0,0.1962
585,25,10.3,False,1.1,3.7,3.9,174180000.0,186380000.0,0.07
586,45,2.2,True,18.0,3.6,1.2,91290000.0,99550000.0,0.0905
587,53,20.2,False,39.2,2.6,1.2,55850000.0,57340000.0,0.0267
588,43,35.6,False,28.3,3.0,2.5,96460000.0,97390000.0,0.0096
589,25,1.5,False,15.6,2.7,2.4,89400000.0,103260000.0,0.155
590,45,4.6,True,32.7,1.1,2.3,184770000.0,205860000.0,0.1141
591,45,17.2,True,11.6,2.3,3.0,157150000.0,181060000.0,0.1521
592,54,35.5,False,0.7,1.7,2.3,110920000.0,114240000.0,0.0299
593,53,12.0,False,38.2,1.4,1.8,197910000.0,220540000.0,0.1143
594,44,19.3,True,31.2,4.8,2.2,103750000.0,109010000.0,0.0507
595,34,1.6,False,38.1,3.4,4.9,30480000.0,31870000.0,0.0456
596,26,5.6,False,1.9,3.9,2.6,67210000.0,67360000.0,0.0022
597,50,37.5,False,41.9,2.3,2.8,98490000.0,101060000.0,0.0261
598,37,36.7,False,31.0,2.6,3.3,48240000.0,51220000.0,0.0618
599,30,0.2,False,28.2,1.9,4.9,190560000.0,195010000.0,0.0234
600,45,36.2,False,31.2,1.4,2.0,158030000.0,189190000.0,0.1972
601,46,24.3,False,43.2,1.7,3.7,68290000.0,72510000.0,0.0618
602,30,33.0,False,29.3,4.2,3.9,126340000.0,129630000.0,0.026
603,52,17.3,False,29.0,3.7,3.4,149860000.0,155830000.0,0.0398
604,23,19.6,False,49.5,3.2,1.4,189430000.0,211700000.0,0.1176
605,35,18.6,False,37.8,2.9,3.7,178690000.0,180980000.0,0.0128
606,22,25.3,False,22.1,4.7,1.3,112730000.0,132170000.0,0.1724
607,42,5.3,False,35.4,1.3,3.4,159440000.0,190100000.0,0.1923
608,19,1.1,False,19.5,2.1,4.0,121190000.0,127170000.0,0.0493
609,27,11.7,False,11.4,2.4,1.8,119490000.0,130250000.0,0.09
610,47,26.8,False,29.8,4.1,4.4,40650000.0,40830000.0,0.0044
611,22,7.7,False,46.4,5.0,1.1,42700000.0,48170000.0,0.1281
612,50,25.6,False,46.5,2.0,4.4,115320000.0,124870000.0,0.0828
613,18,36.9,False,17.1,4.5,2.8,68400000.0,72090000.0,0.0539
614,35,3.6,False,26.4,4.3,1.9,23790000.0,24770000.0,0.0412
615,49,25.6,False,10.6,1.9,1.5,150110000.0,169750000.0,0.1308
616,28,16.9,False,49.8,2.6,4.8,25850000.0,28000000.0,0.0832
617,38,33.0,False,49.1,2.6,1.3,127150000.0,131720000.0,0.0359
618,43,6.7,False,32.5,4.9,1.8,117050000.0,133180000.0,0.1378
619,42,26.3,False,40.2,1.7,2.4,194390000.0,216360000.0,0.113
620,39,31.8,False,35.8,4.2,3.5,107160000.0,125560000.0,0.1717
621,44,35.9,True,29.7,2.3,3.2,31450000.0,32190000.0,0.0235
622,30,26.0,False,2.7,3.9,1.5,119300000.0,138050000.0,0.1572
623,50,18.9,False,22.7,2.7,2.2,171400000.0,194490000.0,0.1347
624,51,23.5,False,33.7,3.3,2.0,199430000.0,204020000.0,0.023
625,52,33.0,False,33.9,4.3,1.9,97460000.0,111000000.0,0.1389
626,18,21.7,False,18.7,4.2,2.6,77650000.0,84510000.0,0.0883
627,38,1.2,False,47.1,4.5,3.8,183200000.0,217820000.0,0.189
628,23,35.4,False,8.4,1.2,1.9,54420000.0,55960000.0,0.0283
629,45,26.2,False,25.0,3.8,2.5,130780000.0,147590000.0,0.1285
630,34,25.7,False,34.5,1.6,2.6,93030000.0,100140000.0,0.0764
631,22,8.2,False,34.9,2.7,4.9,27390000.0,32630000.0,0.1913
632,48,25.0,False,32.4,3.2,4.8,82510000.0,87960000.0,0.0661
633,22,15.0,False,13.8,2.6,4.2,67740000.0,80780000.0,0.1925
634,55,24.7,False,7.8,3.1,2.0,143500000.0,169370000.0,0.1803
635,20,4.1,False,31.8,5.0,1.3,190780000.0,201100000.0,0.0541
636,40,25.0,False,30.0,1.5,2.3,68250000.0,79220000.0,0.1607
637,54,38.0,False,9.0,3.7,2.1,166060000.0,199130000.0,0.1991
638,54,1.8,False,35.3,2.6,3.0,29960000.0,31470000.0,0.0504
639,27,37.1,False,22.8,1.5,4.1,116860000.0,127070000.0,0.0874
640,27,15.5,True,33.4,1.6,4.4,32700000.0,36100000.0,0.104
641,36,33.1,False,41.9,4.8,4.4,188130000.0,199230000.0,0.059
642,34,29.7,False,8.5,4.5,2.4,157940000.0,158420000.0,0.003
643,38,21.5,False,1.0,4.6,3.7,138430000.0,144520000.0,0.044
644,31,28.1,False,39.0,5.0,2.3,168300000.0,177790000.0,0.0564
645,26,33.4,False,30.5,1.8,1.2,136550000.0,148660000.0,0.0887
646,18,15.4,False,35.0,2.4,3.8,194410000.0,201060000.0,0.0342
647,30,12.4,False,41.9,3.7,1.0,148510000.0,174450000.0,0.1747
648,21,25.4,False,40.1,2.9,2.6,186440000.0,212720000.0,0.141
649,18,30.7,False,48.0,2.7,2.3,113080000.0,115010000.0,0.0171
650,49,29.0,False,26.8,2.4,3.8,41070000.0,46410000.0,0.13
651,51,30.3,False,24.4,3.4,4.1,115070000.0,130110000.0,0.1307
652,45,16.6,False,20.1,3.3,2.2,42840000.0,51030000.0,0.1912
653,48,31.1,False,7.7,1.6,4.2,126650000.0,126730000.0,0.0006
654,25,4.6,False,28.6,2.9,2.2,106850000.0,112150000.0,0.0496
655,56,20.7,False,13.9,3.2,2.8,132060000.0,156560000.0,0.1855
656,43,0.2,False,46.1,3.3,3.9,21810000.0,25880000.0,0.1866
657,51,12.3,False,29.2,1.8,3.8,55070000.0,63010000.0,0.1442
658,20,13.9,False,29.6,4.0,4.9,108440000.0,125050000.0,0.1532
659,29,15.1,False,17.7,1.1,1.9,191090000.0,194590000.0,0.0183
660,18,26.4,False,2.6,2.4,3.6,89050000.0,98200000.0,0.1028
661,22,14.8,False,1.6,4.1,3.4,96390000.0,100850000.0,0.0463
662,47,17.1,False,21.2,3.3,4.7,148650000.0,154040000.0,0.0363
663,47,9.0,False,4.2,2.0,1.6,128680000.0,149530000.0,0.162
664,34,14.2,False,30.3,3.8,4.0,73810000.0,75800000.0,0.027
665,40,8.6,False,44.0,3.3,3.3,93950000.0,102760000.0,0.0938
666,32,2.8,False,44.1,4.2,2.1,59190000.0,70300000.0,0.1877
667,54,22.9,False,33.0,3.9,2.9,193880000.0,201090000.0,0.0372
668,38,25.4,False,10.6,3.4,2.3,43510000.0,52020000.0,0.1956
669,31,23.5,False,43.1,3.0,3.3,86930000.0,104220000.0,0.1989
670,19,17.6,False,44.3,1.5,4.6,24650000.0,27390000.0,0.1112
671,28,14.4,False,9.8,2.0,3.3,59920000.0,61960000.0,0.034
672,56,32.8,False,36.9,2.7,3.5,160480000.0,170630000.0,0.0632
673,55,19.7,False,14.3,3.4,3.1,56210000.0,60980000.0,0.0849
674,51,18.2,False,40.1,3.1,1.2,34410000.0,36540000.0,0.0619
675,55,1.0,False,49.9,2.2,1.9,105400000.0,111320000.0,0.0562
676,51,13.0,False,1.5,1.0,3.0,21790000.0,26030000.0,0.1946
677,35,14.4,False,44.9,3.0,2.2,35260000.0,36340000.0,0.0306
678,47,15.2,False,31.1,2.1,1.7,165370000.0,189620000.0,0.1466
679,32,22.0,False,48.7,3.9,3.0,158870000.0,158880000.0,0.0001
680,44,20.3,False,23.3,1.1,2.3,184720000.0,206750000.0,0.1193
681,51,23.1,False,42.4,3.3,2.0,173810000.0,205650000.0,0.1832
682,55,29.1,False,3.1,4.8,2.9,142970000.0,151200000.0,0.0576
683,50,30.9,True,16.8,1.7,1.5,29420000.0,30510000.0,0.037
684,41,27.3,False,3.4,2.9,4.7,160910000.0,181880000.0,0.1303
685,32,36.3,False,48.8,1.4,4.5,172190000.0,196730000.0,0.1425
686,47,0.7,False,40.8,3.5,3.8,163830000.0,186370000.0,0.1376
687,34,7.4,False,42.6,3.2,1.4,111530000.0,118650000.0,0.0638
688,22,0.3,False,46.9,2.6,4.1,61920000.0,65040000.0,0.0504
689,46,24.6,True,4.3,3.1,4.2,172160000.0,205070000.0,0.1912
690,21,34.1,False,19.3,4.6,4.1,150890000.0,178750000.0,0.1846
691,27,9.3,False,3.6,1.8,1.5,196540000.0,214520000.0,0.0915
692,34,35.2,False,10.5,1.1,3.6,48020000.0,56150000.0,0.1693
693,27,2.3,False,11.5,4.4,4.3,60620000.0,66100000.0,0.0904
694,34,35.5,False,23.5,3.3,3.3,58120000.0,63050000.0,0.0848
695,37,13.4,False,13.4,4.6,3.6,162660000.0,167760000.0,0.0314
696,41,3.9,False,5.0,3.4,2.8,53640000.0,58210000.0,0.0852
697,22,18.5,False,8.4,4.2,3.1,32000000.0,35440000.0,0.1075
698,51,9.8,False,7.4,2.7,1.1,199740000.0,200640000.0,0.0045
699,23,10.8,False,48.7,4.0,3.6,24470000.0,26640000.0,0.0887
700,19,11.7,False,38.0,4.7,1.3,170340000.0,196960000.0,0.1563
701,30,30.5,True,48.4,3.3,2.7,85770000.0,97440000.0,0.1361
702,28,20.5,False,22.0,1.7,2.2,171490000.0,193270000.0,0.127
703,40,11.8,False,13.9,2.1,3.2,119830000.0,141630000.0,0.1819
704,33,23.2,False,39.9,1.8,1.5,182290000.0,182950000.0,0.0036
705,48,27.2,False,16.3,2.0,3.8,186710000.0,207510000.0,0.1114
706,28,10.4,True,15.0,2.2,4.2,21640000.0,25050000.0,0.1576
707,33,15.7,False,11.6,3.2,1.7,33570000.0,37200000.0,0.1081
708,25,4.6,False,6.5,3.4,1.4,65060000.0,69270000.0,0.0647
709,21,6.9,False,12.8,2.7,1.6,140480000.0,144310000.0,0.0273
710,21,25.9,False,17.8,3.5,4.5,179890000.0,211820000.0,0.1775
711,42,6.9,False,33.7,1.3,3.1,102790000.0,112470000.0,0.0942
712,20,20.0,False,3.1,1.4,2.9,129260000.0,151960000.0,0.1756
