year,quarter,sector,country,value
2013,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,0.03
2013,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2013,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Filipina,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Laos,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Singapura,-0.22
2013,Q1,Kesehatan dan Pekerjaan Sosial,Thailand,-
2013,Q1,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2013,Q1,Lainnya,Brunei Darussalam,-
2013,Q1,Lainnya,Filipina,30.72
2013,Q1,Lainnya,Kamboja,-
2013,Q1,Lainnya,Laos,-
2013,Q1,Lainnya,Malaysia,-1.94
2013,Q1,Lainnya,Myanmar,-
2013,Q1,Lainnya,Singapura,9.67
2013,Q1,Lainnya,Thailand,-
2013,Q1,Lainnya,Vietnam,-
2013,Q1,Pendidikan,Brunei Darussalam,-
2013,Q1,Pendidikan,Filipina,-
2013,Q1,Pendidikan,Kamboja,-
2013,Q1,Pendidikan,Laos,-
2013,Q1,Pendidikan,Malaysia,-
2013,Q1,Pendidikan,Myanmar,-
2013,Q1,Pendidikan,Singapura,-
2013,Q1,Pendidikan,Thailand,-
2013,Q1,Pendidikan,Vietnam,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-1.1
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2013,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Filipina,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Laos,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Singapura,-0.29
2013,Q2,Kesehatan dan Pekerjaan Sosial,Thailand,-
2013,Q2,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2013,Q2,Lainnya,Brunei Darussalam,-
2013,Q2,Lainnya,Filipina,25.95
2013,Q2,Lainnya,Kamboja,-
2013,Q2,Lainnya,Laos,-
2013,Q2,Lainnya,Malaysia,-1.64
2013,Q2,Lainnya,Myanmar,-
2013,Q2,Lainnya,Singapura,18.54
2013,Q2,Lainnya,Thailand,-
2013,Q2,Lainnya,Vietnam,-
2013,Q2,Pendidikan,Brunei Darussalam,-
2013,Q2,Pendidikan,Filipina,-
2013,Q2,Pendidikan,Kamboja,-
2013,Q2,Pendidikan,Laos,-
2013,Q2,Pendidikan,Malaysia,-
2013,Q2,Pendidikan,Myanmar,-
2013,Q2,Pendidikan,Singapura,-
2013,Q2,Pendidikan,Thailand,-
2013,Q2,Pendidikan,Vietnam,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-0.05
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-0.6
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2013,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Filipina,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Laos,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Singapura,-0.26
2013,Q3,Kesehatan dan Pekerjaan Sosial,Thailand,-
2013,Q3,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2013,Q3,Lainnya,Brunei Darussalam,-
2013,Q3,Lainnya,Filipina,41.05
2013,Q3,Lainnya,Kamboja,-
2013,Q3,Lainnya,Laos,-
2013,Q3,Lainnya,Malaysia,-2.59
2013,Q3,Lainnya,Myanmar,-
2013,Q3,Lainnya,Singapura,207.68
2013,Q3,Lainnya,Thailand,-
2013,Q3,Lainnya,Vietnam,-
2013,Q3,Pendidikan,Brunei Darussalam,-
2013,Q3,Pendidikan,Filipina,-
2013,Q3,Pendidikan,Kamboja,-
2013,Q3,Pendidikan,Laos,-
2013,Q3,Pendidikan,Malaysia,-
2013,Q3,Pendidikan,Myanmar,-
2013,Q3,Pendidikan,Singapura,-
2013,Q3,Pendidikan,Thailand,-
2013,Q3,Pendidikan,Vietnam,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,0.04
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-0.71
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2013,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Filipina,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Laos,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Singapura,-0.15
2013,Q4,Kesehatan dan Pekerjaan Sosial,Thailand,-
2013,Q4,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2013,Q4,Lainnya,Brunei Darussalam,-
2013,Q4,Lainnya,Filipina,21.4
2013,Q4,Lainnya,Kamboja,-
2013,Q4,Lainnya,Laos,-
2013,Q4,Lainnya,Malaysia,-1.35
2013,Q4,Lainnya,Myanmar,-
2013,Q4,Lainnya,Singapura,-29.24
2013,Q4,Lainnya,Thailand,-
2013,Q4,Lainnya,Vietnam,-
2013,Q4,Pendidikan,Brunei Darussalam,-
2013,Q4,Pendidikan,Filipina,-
2013,Q4,Pendidikan,Kamboja,-
2013,Q4,Pendidikan,Laos,-
2013,Q4,Pendidikan,Malaysia,-
2013,Q4,Pendidikan,Myanmar,-
2013,Q4,Pendidikan,Singapura,-
2013,Q4,Pendidikan,Thailand,-
2013,Q4,Pendidikan,Vietnam,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-0.04
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2014,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Filipina,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Laos,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Singapura,0.48
2014,Q1,Kesehatan dan Pekerjaan Sosial,Thailand,-
2014,Q1,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2014,Q1,Lainnya,Brunei Darussalam,-
2014,Q1,Lainnya,Filipina,0.94
2014,Q1,Lainnya,Kamboja,-
2014,Q1,Lainnya,Laos,-
2014,Q1,Lainnya,Malaysia,0.02
2014,Q1,Lainnya,Myanmar,-
2014,Q1,Lainnya,Singapura,12.89
2014,Q1,Lainnya,Thailand,2.05
2014,Q1,Lainnya,Vietnam,-
2014,Q1,Pendidikan,Brunei Darussalam,-
2014,Q1,Pendidikan,Filipina,-
2014,Q1,Pendidikan,Kamboja,-
2014,Q1,Pendidikan,Laos,-
2014,Q1,Pendidikan,Malaysia,-
2014,Q1,Pendidikan,Myanmar,-
2014,Q1,Pendidikan,Singapura,-
2014,Q1,Pendidikan,Thailand,-
2014,Q1,Pendidikan,Vietnam,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,0.12
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2014,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Filipina,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Laos,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Singapura,0.5
2014,Q2,Kesehatan dan Pekerjaan Sosial,Thailand,-
2014,Q2,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2014,Q2,Lainnya,Brunei Darussalam,-
2014,Q2,Lainnya,Filipina,28.92
2014,Q2,Lainnya,Kamboja,-
2014,Q2,Lainnya,Laos,-
2014,Q2,Lainnya,Malaysia,-1.82
2014,Q2,Lainnya,Myanmar,-
2014,Q2,Lainnya,Singapura,-57.71
2014,Q2,Lainnya,Thailand,0.74
2014,Q2,Lainnya,Vietnam,-
2014,Q2,Pendidikan,Brunei Darussalam,-
2014,Q2,Pendidikan,Filipina,-
2014,Q2,Pendidikan,Kamboja,-
2014,Q2,Pendidikan,Laos,-
2014,Q2,Pendidikan,Malaysia,-
2014,Q2,Pendidikan,Myanmar,-
2014,Q2,Pendidikan,Singapura,-
2014,Q2,Pendidikan,Thailand,-
2014,Q2,Pendidikan,Vietnam,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-0.41
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2014,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Filipina,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Laos,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Singapura,0.21
2014,Q3,Kesehatan dan Pekerjaan Sosial,Thailand,-
2014,Q3,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2014,Q3,Lainnya,Brunei Darussalam,-
2014,Q3,Lainnya,Filipina,22.36
2014,Q3,Lainnya,Kamboja,-
2014,Q3,Lainnya,Laos,-
2014,Q3,Lainnya,Malaysia,-1.45
2014,Q3,Lainnya,Myanmar,-
2014,Q3,Lainnya,Singapura,10.73
2014,Q3,Lainnya,Thailand,2.17
2014,Q3,Lainnya,Vietnam,-
2014,Q3,Pendidikan,Brunei Darussalam,-
2014,Q3,Pendidikan,Filipina,-
2014,Q3,Pendidikan,Kamboja,-
2014,Q3,Pendidikan,Laos,-
2014,Q3,Pendidikan,Malaysia,-
2014,Q3,Pendidikan,Myanmar,-
2014,Q3,Pendidikan,Singapura,-
2014,Q3,Pendidikan,Thailand,-
2014,Q3,Pendidikan,Vietnam,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-1.38
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2014,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Filipina,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Laos,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Singapura,0.41
2014,Q4,Kesehatan dan Pekerjaan Sosial,Thailand,-
2014,Q4,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2014,Q4,Lainnya,Brunei Darussalam,-
2014,Q4,Lainnya,Filipina,33.82
2014,Q4,Lainnya,Kamboja,-
2014,Q4,Lainnya,Laos,-
2014,Q4,Lainnya,Malaysia,-2
2014,Q4,Lainnya,Myanmar,-
2014,Q4,Lainnya,Singapura,14.03
2014,Q4,Lainnya,Thailand,0.26
2014,Q4,Lainnya,Vietnam,0.01
2014,Q4,Pendidikan,Brunei Darussalam,-
2014,Q4,Pendidikan,Filipina,-
2014,Q4,Pendidikan,Kamboja,-
2014,Q4,Pendidikan,Laos,-
2014,Q4,Pendidikan,Malaysia,-
2014,Q4,Pendidikan,Myanmar,-
2014,Q4,Pendidikan,Singapura,-
2014,Q4,Pendidikan,Thailand,-
2014,Q4,Pendidikan,Vietnam,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-7.68
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2015,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Filipina,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Laos,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2015,Q1,Kesehatan dan Pekerjaan Sosial,Singapura,11.41
2015,Q1,Kesehatan dan Pekerjaan Sosial,Thailand,5.56
2015,Q1,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2015,Q1,Lainnya,Brunei Darussalam,-
2015,Q1,Lainnya,Filipina,15.1
2015,Q1,Lainnya,Kamboja,-
2015,Q1,Lainnya,Laos,-
2015,Q1,Lainnya,Malaysia,-1.08
2015,Q1,Lainnya,Myanmar,-
2015,Q1,Lainnya,Singapura,90.46
2015,Q1,Lainnya,Thailand,-2
2015,Q1,Lainnya,Vietnam,-
2015,Q1,Pendidikan,Brunei Darussalam,-
2015,Q1,Pendidikan,Filipina,-
2015,Q1,Pendidikan,Kamboja,-
2015,Q1,Pendidikan,Laos,-
2015,Q1,Pendidikan,Malaysia,-
2015,Q1,Pendidikan,Myanmar,-
2015,Q1,Pendidikan,Singapura,-
2015,Q1,Pendidikan,Thailand,-
2015,Q1,Pendidikan,Vietnam,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-0.04
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-1.08
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2015,Q2,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Filipina,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Laos,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2015,Q2,Kesehatan dan Pekerjaan Sosial,Singapura,-7.14
2015,Q2,Kesehatan dan Pekerjaan Sosial,Thailand,-1.13
2015,Q2,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2015,Q2,Lainnya,Brunei Darussalam,-
2015,Q2,Lainnya,Filipina,14.61
2015,Q2,Lainnya,Kamboja,-
2015,Q2,Lainnya,Laos,-
2015,Q2,Lainnya,Malaysia,-0.81
2015,Q2,Lainnya,Myanmar,-
2015,Q2,Lainnya,Singapura,106.6
2015,Q2,Lainnya,Thailand,-0.11
2015,Q2,Lainnya,Vietnam,-
2015,Q2,Pendidikan,Brunei Darussalam,-
2015,Q2,Pendidikan,Filipina,-
2015,Q2,Pendidikan,Kamboja,-
2015,Q2,Pendidikan,Laos,-
2015,Q2,Pendidikan,Malaysia,-
2015,Q2,Pendidikan,Myanmar,-
2015,Q2,Pendidikan,Singapura,-
2015,Q2,Pendidikan,Thailand,-
2015,Q2,Pendidikan,Vietnam,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,-0.08
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2015,Q3,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Filipina,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Laos,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2015,Q3,Kesehatan dan Pekerjaan Sosial,Singapura,0.46
2015,Q3,Kesehatan dan Pekerjaan Sosial,Thailand,1.33
2015,Q3,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2015,Q3,Lainnya,Brunei Darussalam,-
2015,Q3,Lainnya,Filipina,22.01
2015,Q3,Lainnya,Kamboja,-
2015,Q3,Lainnya,Laos,-
2015,Q3,Lainnya,Malaysia,-1.27
2015,Q3,Lainnya,Myanmar,-
2015,Q3,Lainnya,Singapura,-32.73
2015,Q3,Lainnya,Thailand,-0.31
2015,Q3,Lainnya,Vietnam,-
2015,Q3,Pendidikan,Brunei Darussalam,-
2015,Q3,Pendidikan,Filipina,-
2015,Q3,Pendidikan,Kamboja,-
2015,Q3,Pendidikan,Laos,-
2015,Q3,Pendidikan,Malaysia,-
2015,Q3,Pendidikan,Myanmar,-
2015,Q3,Pendidikan,Singapura,-
2015,Q3,Pendidikan,Thailand,-
2015,Q3,Pendidikan,Vietnam,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,0.14
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2015,Q4,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Filipina,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Kamboja,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Laos,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Malaysia,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Myanmar,-
2015,Q4,Kesehatan dan Pekerjaan Sosial,Singapura,-2.66
2015,Q4,Kesehatan dan Pekerjaan Sosial,Thailand,2.9
2015,Q4,Kesehatan dan Pekerjaan Sosial,Vietnam,-
2015,Q4,Lainnya,Brunei Darussalam,-
2015,Q4,Lainnya,Filipina,11.56
2015,Q4,Lainnya,Kamboja,-
2015,Q4,Lainnya,Laos,-
2015,Q4,Lainnya,Malaysia,6.58
2015,Q4,Lainnya,Myanmar,0.07
2015,Q4,Lainnya,Singapura,69.78
2015,Q4,Lainnya,Thailand,-0.24
2015,Q4,Lainnya,Vietnam,-
2015,Q4,Pendidikan,Brunei Darussalam,-
2015,Q4,Pendidikan,Filipina,-
2015,Q4,Pendidikan,Kamboja,-
2015,Q4,Pendidikan,Laos,-
2015,Q4,Pendidikan,Malaysia,-
2015,Q4,Pendidikan,Myanmar,-
2015,Q4,Pendidikan,Singapura,-
2015,Q4,Pendidikan,Thailand,-
2015,Q4,Pendidikan,Vietnam,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Brunei Darussalam,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Filipina,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Kamboja,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Laos,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Malaysia,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Myanmar,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Singapura,0.06
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Thailand,-
2016,Q1,Jasa Kemasyarakatan. Sosial. dan Perseorangan Lainnya,Vietnam,-
2016,Q1,Kesehatan dan Pekerjaan Sosial,Brunei Darussalam,-
2016,Q1,Kesehatan dan Pekerjaan Sosial,Filipina,-
